CIPCode,CIPArea,CIPTitle,CIPDefinition
30.7103,30,Data Visualization.,"A program that prepares individuals to organize and derive meaning from data by using visual presentation tools and techniques. Includes instruction in cognitive science, computer programming, data management, data visualization theory, graphic design, infographics, perceptual psychology, statistics, and visual design."
30.7104,30,Financial Analytics.,"A program that focuses on financial big data modeling from algorithms to cloud-based data-driven financial technologies. Includes instruction in financial analytics, financial data processing, knowledge management, data visualization, effective decision communication, machine learning for finance, statistical inference and dynamic modeling on financial data, and project management."
40.0101,40,"Physical Sciences, General.","A program that focuses on the major topics, concepts, processes, and interrelationships of physical phenomena as studied in any combination of physical science disciplines."
40.0201,40,Astronomy.,"A general program that focuses on the planetary, galactic, and stellar phenomena occurring in outer space.  Includes instruction in celestial mechanics, cosmology, stellar physics, galactic evolution, quasars, stellar distribution and motion, interstellar medium, atomic and molecular constituents of astronomical phenomena, planetary science, solar system evolution, and specific methodologies such as optical astronomy, radioastronomy, and theoretical astronomy."
40.0202,40,Astrophysics.,"A program that focuses on the theoretical and observational study of the structure, properties, and behavior of stars, star systems and clusters, stellar life cycles, and related phenomena.  Includes instruction in cosmology, plasma kinetics, stellar physics, convolution and non-equilibrium radiation transfer theory, non-Euclidean geometries, mathematical modeling, galactic structure theory, and relativistic astronomy."
40.0203,40,Planetary Astronomy and Science.,"A program that focuses on the scientific study of planets, small objects, and related gravitational systems.  Includes instruction in the structure and composition of planetary surfaces and interiors, planetary atmospheres, satellites, orbital mechanics, asteroids and comets, solar system evolution and dynamics, planetary evolution, gravitational physics, and radiation physics."
40.0401,40,"Atmospheric Sciences and Meteorology, General.","A general program that focuses on the scientific study of the composition and behavior of the atmospheric envelopes surrounding the earth, the effect of earth's atmosphere on terrestrial weather, and related problems of environment and climate.  Includes instruction in atmospheric chemistry and physics, atmospheric dynamics, climatology and climate change, weather simulation, weather forecasting, climate modeling and mathematical theory; and studies of specific phenomena such as clouds, weather systems, storms, and precipitation patterns."
40.0402,40,Atmospheric Chemistry and Climatology.,"A program that focuses on the scientific study of atmospheric constituents, reactions, measurement techniques, and processes in predictive, current, and historical contexts.  Includes instruction in climate modeling, gases and aerosols, trace gases, aqueous phase chemistry, sinks, transport mechanisms, computer measurement, climate variability, paleoclimatology, climate diagnosis, numerical modeling and data analysis, ionization, recombination, photoemission, and plasma chemistry."
40.0403,40,Atmospheric Physics and Dynamics.,"A program that focuses on the scientific study of the processes governing the interactions, movement, and behavior of atmospheric phenomena and related terrestrial and solar phenomena.  Includes instruction in cloud and precipitation physics, solar radiation transfer, active and passive remote sensing, atmospheric electricity and acoustics, atmospheric wave phenomena, turbulence and boundary layers, solar wind, geomagnetic storms, coupling, natural plasma, and energization."
40.0404,40,Meteorology.,"A program that focuses on the scientific study of the prediction of atmospheric motion and climate change.  Includes instruction in general circulation patterns, weather phenomena, atmospheric predictability, parameterization, numerical and statistical analysis, large- and mesoscale phenomena, kinematic structures, precipitation processes, and forecasting techniques."
40.0501,40,"Chemistry, General.","A general program that focuses on the scientific study of the composition and behavior of matter, including its micro- and macro-structure, the processes of chemical change, and the theoretical description and laboratory simulation of these phenomena."
40.0502,40,Analytical Chemistry.,"A program that focuses on the scientific study of techniques for analyzing and describing matter, including its precise composition and the interrelationships of constituent elements and compounds.  Includes instruction in spectroscopy, chromatography, atomic absorption, photometry, chemical modeling, mathematical analysis, laboratory analysis procedures and equipment maintenance, and applications to specific research, industrial and health problems."
40.0503,40,Inorganic Chemistry.,"A program that focuses on the scientific study of the elements and their compounds, other than the hydrocarbons and their derivatives.  Includes instruction in the characterization and synthesis of non-carbon molecules, including their structure and their bonding, conductivity, and reactive properties; research techniques such as spectroscopy, X-ray diffraction, and photoelectron analysis; and the study of specific compounds, such as transition metals, and compounds composed of inorganic and organic molecules."
40.0504,40,Organic Chemistry.,"A program that focuses on the scientific study of the properties and behavior of hydrocarbon compounds and their derivatives. Includes instruction in molecular conversion and synthesis, molecular synthesis and design, the molecular structure of living cells and systems, the mutual reactivity of organic and inorganic compounds in combination, the spectroscopic analysis of hydrocarbon compounds, and applications to specific problems in research, industry, and health."
40.0506,40,Physical Chemistry.,"A program that focuses on the scientific study of understanding and predicting the behavior of chemical systems ranging from nuclear particles to atoms, molecules, clusters, biological materials and macroscopic assemblies.  Includes instruction in quantum mechanics, spectroscopy, thermodynamics, statistical mechanics, reaction dynamics, group theory, collision theory, and polymer science."
40.0507,40,Polymer Chemistry.,"A program that focuses on the scientific study of synthesized macromolecules and their interactions with other substances.  Includes instruction in molecular bonding theory, polymerization, properties and behavior of unstable compounds, the development of tailored polymers, transition phenomena, and applications to specific industrial problems and technologies."
40.0508,40,Chemical Physics.,"A program that focuses on the scientific study of structural phenomena combining the disciplines of physical chemistry and atomic/molecular physics. Includes instruction in heterogeneous structures, alignment and surface phenomena, quantum theory, mathematical physics, statistical and classical mechanics, chemical kinetics, and laser physics."
40.0509,40,Environmental Chemistry.,"A program that focuses on the scientific study of natural systems (air, water, and soil) through the use of chemical techniques and instrumentation, with an emphasis on the movement and fate of pollutants and chemical aspects of contaminant remediation. Includes instruction in analytical, inorganic, organic, and physical chemistry; aquatic, soil, and atmospheric chemistry; environmental engineering; environmental toxicology; and analytical methods."
40.0510,40,Forensic Chemistry.,"A program that focuses on the application of chemical techniques and instrumentation to the analysis and evaluation of physical evidence to aid in criminal investigations. Includes instruction in analytical, inorganic, organic, and physical chemistry; biochemistry; forensic toxicology; instrumental analysis; crime scene processing; criminal investigation; forensic laboratory technology; and applicable law."
40.0511,40,Theoretical Chemistry.,"A program that focuses on the study of mathematical and computational methods and fundamental laws of physics to describe chemical phenomena and to develop empirical models of molecules and their interactions. Includes instruction in properties of small, isolated molecules; dynamics of elementary chemical processes; reaction pathways of organic molecules; hydrogen bonding patterns in liquids; reaction rates of biological pathways; and advanced computational techniques."
40.0512,40,Cheminformatics/Chemistry Informatics.,"A program that focuses on applying computer science approaches in the representation, analysis, design, and modeling of chemical structures and associated metadata, such as biological activity endpoints and physicochemical properties. Includes instruction in chemical information technology, computational chemistry, computer science, database design, molecular modeling, scientific computing, and statistics."
40.0601,40,"Geology/Earth Science, General.","A program that focuses on the scientific study of the earth; the forces acting upon it; and the behavior of the solids, liquids and gases comprising it.  Includes instruction in historical geology, geomorphology, and sedimentology, the chemistry of rocks and soils, stratigraphy, mineralogy, petrology, geostatistics, volcanology, glaciology, geophysical principles, and applications to research and industrial problems."
40.0602,40,Geochemistry.,"A program that focuses on the scientific study of the chemical properties and behavior of the silicates and other substances forming, and formed by geomorphological processes of the earth and other planets.  Includes instruction in chemical thermodynamics, equilibrium in silicate systems, atomic bonding, isotopic fractionation, geochemical modeling, specimen analysis, and studies of specific organic and inorganic substances."
40.0603,40,Geophysics and Seismology.,"A program that focuses on the scientific study of the physics of solids and its application to the study of the earth and other planets.  Includes instruction in gravimetric, seismology, earthquake forecasting, magnetrometry, electrical properties of solid bodies, plate tectonics, active deformation, thermodynamics, remote sensing, geodesy, and laboratory simulations of geological processes."
40.0604,40,Paleontology.,"A program that focuses on the scientific study of extinct life forms and associated fossil remains, and the reconstruction and analysis of ancient life forms, ecosystems, and geologic processes. Includes instruction in sedimentation and fossilization processes, fossil chemistry, evolutionary biology, paleoecology, paleoclimatology, trace fossils, micropaleontology, invertebrate paleontology, vertebrate paleontology, paleobotany, field research methods, and laboratory research and conservation methods."
40.0605,40,Hydrology and Water Resources Science.,"A program that focuses on the scientific study of the occurrence, circulation, distribution, chemical and physical properties, and environmental interaction of surface and subsurface waters, including groundwater.  Includes instruction in geophysics, thermodynamics, fluid mechanics, chemical physics, geomorphology, mathematical modeling, hydrologic analysis, continental water processes, global water balance, and environmental science."
40.0606,40,Geochemistry and Petrology.,"A program that focuses on the scientific study of the igneous, metamorphic, and hydrothermal processes within the earth and the mineral, fluid, rock, and ore deposits resulting from them.  Includes instruction in mineralogy, crystallography, petrology, volcanology, economic geology, meteoritics, geochemical reactions, deposition, compound transformation, core studies, theoretical geochemistry, computer applications, and laboratory studies."
40.0607,40,"Oceanography, Chemical and Physical.","A program that focuses on the scientific study of the chemical components, mechanisms, structure, and movement of ocean waters and their interaction with terrestrial and atmospheric phenomena.  Includes instruction in material inputs and outputs, chemical and biochemical transformations in marine systems, equilibria studies, inorganic and organic ocean chemistry, oceanographic processes, sediment transport, zone processes, circulation, mixing, tidal movements, wave properties, and seawater properties."
40.0801,40,"Physics, General.","A general program that focuses on the scientific study of matter and energy, and the formulation and testing of the laws governing the behavior of the matter-energy continuum.  Includes instruction in classical and modern physics, electricity and magnetism, thermodynamics, mechanics, wave properties, nuclear processes, relativity and quantum theory, quantitative methods, and laboratory methods."
40.0802,40,Atomic/Molecular Physics.,"A program that focuses on the scientific study of the behavior of matter-energy phenomena at the level of atoms and molecules. Includes instruction in chemical physics, atomic forces and structure, molecular orbital theory, magnetic resonance, molecular bonding, phase equilibria, quantum theory of solids, and applications to the study of specific elements and higher compounds."
40.0804,40,Elementary Particle Physics.,"A program that focuses on the scientific study of the basic constituents of sub-atomic matter and energy, and the forces governing fundamental processes.  Includes instruction in quantum theory, field theory, single-particle systems, perturbation and scattering theory, matter-radiation interaction, symmetry, quarks, capture, Schroedinger mechanics, methods for detecting particle emission and absorption, and research equipment operation and maintenance."
40.0805,40,Plasma and High-Temperature Physics.,"A program that focuses on the scientific study of properties and behavior of matter at high temperatures, such that molecular and atomic structures are in a disassociated ionic or electronic state.  Includes instruction in magnetohydrodynamics, free electron phenomena, fusion theory, electromagnetic fields and dynamics, plasma and non-linear wave theory, instability theory, plasma shock phenomena, quantitative modeling, and research equipment operation and maintenance."
40.0806,40,Nuclear Physics.,"A program that focuses on the scientific study of the properties and behavior of atomic nuclei.  Includes instruction in nuclear reaction theory, quantum mechanics, energy conservation, nuclear fission and fusion, strong and weak forces, nuclear modeling, nuclear decay, nucleon scattering, pairing, photon and electron reactions, the physics of nuclear effects, statistical methods, and research equipment operation and maintenance."
40.0807,40,Optics/Optical Sciences.,"A program that focuses on the scientific study of light energy, including its structure, properties and behavior under different conditions.  Includes instruction in wave theory, wave mechanics, electromagnetic theory, physical optics, geometric optics, quantum theory of light, photon detecting, laser theory, wall and beam properties, chaotic light, non-linear optics, harmonic generation, optical systems theory, and applications to engineering problems."
40.0808,40,Condensed Matter and Materials Physics.,"A program that focuses on the scientific study of macroscopic physical phenomena and properties that arise from basic microscopic interactions.  Includes instruction in low-temperature and solid-state physics, x-ray physics, liquids and soft materials, including the study of semiconductors, metals, superliquids, magnets, superconductors, glasses, gels, polymers, colloids, neural networks, and macromolecules."
40.0809,40,Acoustics.,"A program that focuses on the scientific study of sound, and the properties and behavior of acoustic wave phenomena under different conditions.  Includes instruction in wave theory, the acoustic wave equation, energy transformation, vibration phenomena, sound reflection and transmission, scattering and surface wave phenomena, singularity expansion theory, ducting, and applications to specific research problems such as underwater acoustics, crystallography, and health diagnostics."
40.0810,40,Theoretical and Mathematical Physics.,"A program that focuses on the scientific and mathematical formulation and evaluation of the physical laws governing, and models describing, matter-energy phenomena, and the analysis of related experimental designs and results.  Includes instruction in classical and quantum theory, relativity theory, field theory, mathematics of infinite series, vector and coordinate analysis, wave and particle theory, advanced applied calculus and geometry, analyses of continuum, cosmology, and statistical theory and analysis."
40.1001,40,Materials Science.,"A program that focuses on the general application of mathematical and scientific principles to the analysis and evaluation of the characteristics and behavior of solids, including internal structure, chemical properties, transport and energy flow properties, thermodynamics of solids, stress and failure factors, chemical transformation states and processes, compound materials, and research on industrial applications of specific materials."
40.1002,40,Materials Chemistry.,"A program that focuses on the synthesis and study of organic or inorganic materials and their electronic, magnetic, optical or mechanical properties. Includes instruction in advanced materials for photonics, lasers, chemical sensors and arrays or nanochemistry; semiconductor nanowires; and molecular electronics."
40.1101,40,Physics and Astronomy.,"A program that focuses on the scientific study of the theories that explain the fundamental structure of our world and the universe and which draws from physics and astronomy. Includes instruction in astronomy, calculus, cosmology, differential equations, electricity, magnetism, data analysis, physics, quantum mechanics, space science, spectroscopy, and thermal physics."
42.0101,42,"Psychology, General.","A general program that focuses on the scientific study of individual and collective behavior, the physical and environmental bases of behavior, and the analysis and treatment of behavior problems and disorders.  Includes instruction in the principles of the various subfields of psychology, research methods, and psychological assessment and testing methods."
42.2701,42,Cognitive Psychology and Psycholinguistics.,"A program that focuses on the scientific study of the mechanisms and processes of learning and thinking, and associated information encoding, decoding, processing and transmitting systems.  Includes instruction in theories of cognition and intelligence; studies of cognitive processes such as memory, sensation, perception, pattern recognition, problem solving, and conceptual thinking; cybernetics; psycholinguistics; and the study of biological and social communications mechanisms and processes."
42.2702,42,Comparative Psychology.,"A program that focuses on the behavior of members of particular species or groups and the relationship of the behaviors of the species or group to their evolutionary origins.  Includes instruction in differential psychology, experimental and physiological psychology, psychopharmacology, psychology of individual differences, reinforcement theory, and neurophysiology."
42.2703,42,Developmental and Child Psychology.,"A program that focuses on the scientific study of the unique stages of psychological growth and development of individuals from infancy through childhood. Includes instruction in cognitive and perceptual development, emotional development, personality development, the effects of biological maturation on behavior, theories of cognitive growth and related research methods, testing and assessment methods for different age levels, research on child and adolescent behavior therapy, and the psychology of aging."
42.2704,42,Experimental Psychology.,"A program that focuses on the scientific study of behavior under experimental conditions and the analysis of controlled behavioral responses.  Includes instruction in learning theory, research design and experimental methods, psychological measurement, statistical design and methods, analysis of cognitive and behavioral variables, and the conduct of specialized and large-scale studies."
42.2705,42,Personality Psychology.,"A program that focuses on the unique organization of fairly permanent characteristics that set the individual apart from other individuals and, at the same time, determine how others respond to that individual.   Includes instruction in Freudian, Skinnerian, Rogerian, and Ellisonian psychology; neo-Freudian psychology; psychological systems, neurophysiology, and psychopharmacology."
42.2706,42,Behavioral Neuroscience.,"A program that focuses on the scientific study of the biological bases of behavior and psychological functioning, and their application to experimental and therapeutic research problems.  Includes instruction in functional neuroanatomy, neural system development, biochemical neural regulatory mechanisms, neurological biophysics, memory storage and retrieval, physiology of cognition and perception, physiological bases of psychopathology and behavioral disorders, psychopharmacology, comparative psychobiology, molecular and cellular neuroscience, brain science, anatomy and physiology of the central nervous system, and specialized experimental design and research methods."
42.2707,42,Social Psychology.,"A program that focuses on the scientific study of individual behavior in group contexts, group behavior, and associated phenomena.  Includes instruction in social learning theory, group theory and dynamics, sex roles, social cognition and inference, attribution theory, attitude formation, criminal behavior and other social pathologies, altruistic behavior, social development, and social ecology."
42.2708,42,Psychometrics and Quantitative Psychology.,A program that focuses on the mathematical and statistical procedures used in psychological test construction and validation; the general problems of the measurement of behavior; and the application of quantitative methods to research design and other methodological topics.
42.2709,42,Psychopharmacology.,"A program that focuses on the study of the behavioral effects of medications, drugs, nutrients, and chemicals (including natural and artificial toxins) in laboratory and clinical settings.  Includes instruction in pharmacology, behavioral toxicology and pharmacology, neuroscience, physiology, clinical psychopharmacology, substance abuse treatments and antidotes, neurochemical mechanisms, epidemiology of chemicals and substances, biochemical interactions, and psychoactive drugs."
42.2710,42,Developmental and Adolescent Psychology.,"A program that focuses on the scientific study of the unique stages of psychological growth and development of individuals from adolescence to adulthood. Includes instruction in cognitive and perceptual development, emotional development, personality development, the effects of biological maturation on behavior, theories of cognitive growth and related research methods, testing and assessment methods for different age levels, research on child and adolescent behavior therapy, and the psychology of aging."
42.2801,42,Clinical Psychology.,"A program that prepares individuals for the independent professional practice of clinical psychology, involving the analysis, diagnosis, and clinical treatment of psychological disorders and behavioral pathologies.  Includes instruction in clinical assessment and diagnosis, personality appraisal, psychopathology, clinical psychopharmacology, behavior modification, therapeutic intervention skills, patient interviewing, personalized and group therapy, child and adolescent therapy, cognitive and behavioral therapy, supervised clinical practice, ethical standards, and applicable regulations."
42.2802,42,Community Psychology.,"A program that prepares individuals to apply psychological principles to the analysis of social problems, and the implementation of intervention strategies for addressing these problems.  Includes instruction in social ecology, primary and secondary prevention of social pathologies, social intervention strategies and tactics, large group counseling, social services systems behavior, creating settings, cultural stress, and the dynamics of social change."
42.2803,42,Counseling Psychology.,"A program that prepares individuals for the independent professional practice of psychological counseling, involving the rendering of therapeutic services to individuals and groups experiencing psychological problems and exhibiting distress symptoms.  Includes instruction in counseling theory, therapeutic intervention strategies, patient/counselor relationships, testing and assessment methods and procedures, group therapy, marital and family therapy, child and adolescent therapy, supervised counseling practice, ethical standards, and applicable regulations."
42.2804,42,Industrial and Organizational Psychology.,"A program that focuses on the scientific study of individual and group behavior in institutional settings, applications to related problems of organization and industry, and that may prepare individuals to apply such principles in industrial and organizational settings.  Includes instruction in group behavior theory, organizational theory, reward/punishment structures, human-machine and human-computer interactions, motivation dynamics, human stress studies, environmental and organizational influences on behavior, alienation and satisfaction, and job testing and assessment."
42.2805,42,School Psychology.,"A  program that prepares individuals to apply clinical and counseling psychology principles to the diagnosis and treatment of student behavioral problems.  Includes instruction in child and/or adolescent development; learning theory; testing, observation and other procedures for assessing educational, personality, intelligence and motor skill development; therapeutic intervention strategies for students and families; identification and classification of disabilities and disorders affecting learning; school psychological services planning; supervised counseling practice; ethical standards; and applicable regulations."
42.2806,42,Educational Psychology.,"A program that focuses on the application of psychology to the study of the behavior of individuals in the roles of teacher and learner, the nature and effects of learning environments, and the psychological effects of methods, resources, organization and non-school experience on the educational process.  Includes instruction in learning theory, human growth and development, research methods, and psychological evaluation."
42.2807,42,Clinical Child Psychology.,"A program that focuses on the developmental processes of children and associated disorders and that prepares individuals for the independent professional practice of clinical child psychology.  Includes instruction in developmental neuropsychology, child psychopathology, testing of children and adolescents, pediatric psychology, psychosocial variables in child development, clinical skills, family therapy, behavioral assessment and intervention, clinical skills, consultation, professional standards and ethics, and applications to topics such as infancy, childhood, and adolescence."
42.2808,42,Environmental Psychology.,"A program that focuses on the study of behavioral interactions between human beings and the environment in individual and group contexts, and ways to improve them.  Includes instruction in contextual theory; statistics; physiological, social, and psychological responses to natural and technological hazards and disease; environmental perception and cognition; loneliness and stress; and psychological aspects of environmental design and planning."
42.2809,42,Geropsychology.,"A program that focuses on the psychology of aging and of elderly individuals and populations, with reference to growth and decline across the life span.  Includes instruction in gerontology, developmental and adult psychology, age-related development and decline of cognitive processes, age-related psychological and neurological disorders, social and personality development in aging populations and individuals, and applications to the clinical treatment and care of older adults."
42.2810,42,Health/Medical Psychology.,"A program that focuses on the psychological study of health and illness, and recovery,  from the perspective that these phenomena arise from a combination of physical, behavioral, and social conditions.  Includes instruction in abnormal and social psychology, psychophysiology, psychopharmacology, learning processes, clinical and behavioral therapies, biopsychosocial modeling, clinical procedures and assessment, preventive education, psychotherapy, rehabilitation processes, and research methods."
42.2811,42,Family Psychology.,"A program that prepares individuals to provide therapeutic, evaluative, and research services to families and individuals in the family unit context.  Includes instruction in natural and family systems theory, family and group rituals, family evaluation and assessment, marital and couples therapy, sex therapy, parenting, interviewing techniques, genogram construction, family sculpting, diversity issues, family violence, family law, and professional standards and ethics."
42.2812,42,Forensic Psychology.,"A program that prepares individuals to apply clinical, counseling, school, and neuropsychology skills to the provision of psychological services within the criminal justice and civil legal systems, including consultation, assessment, and interventions.  Includes instruction in the epidemiology of mental/behavioral disorders, risk factors for violence and criminality, profiling and patterning, psychological testing, prediction and intervention measurement, forensic assessment, criminal and civil law and procedures, secure environments, forensic treatment and intervention skills, and professional standards and ethics."
42.2813,42,Applied Psychology.,"A program that focuses on the application of psychological theories and methods to real-world settings and problems, such as business and industry, government, education, military, and community settings. Includes instruction in applications of psychology, industrial/organizational psychology, developmental psychology, social psychology, cognitive psychology, counseling, human factors, research methods and statistics, and program evaluation."
42.2814,42,Applied Behavior Analysis.,"A program that focuses on the application of principles of learning and behavior to enhance the development, abilities, and choices of children and adults; and that prepares individuals to address the behavioral needs of individuals, especially those with developmental disabilities and autism. Includes instruction in behavior analysis and learning, behavioral and functional assessment, developmental psychology, applied behavioral analysis in developmental disabilities and autism, applied behavioral analysis in mental health and aging, research methods, evaluation of interventions, and professional and ethical issues."
42.2815,42,Performance and Sport Psychology.,"A program that focuses on the motor, physiological, and psychosocial aspects of sport behavior. Includes instruction in applied sport psychology, clinical mental health counseling, coaching, exercise physiology, ethical performance enhancement; human development, leadership and team building, mind-body practices, neuroscience, and personality and health."
42.2816,42,Somatic Psychology.,"A program that focuses on a holistic approach to solving interpersonal issues and psychological problems. Includes instruction in authentic movement, body-mind balance and integration, contact improvisation, dance, Pilates, Tai Chi, relaxation techniques, and Yoga."
42.2817,42,Transpersonal/Spiritual Psychology.,"A program that prepares individuals to pursue spiritual and psychological practices for counseling. Includes instruction in emotional intelligence, expressive movement, healing practices and rituals, human consciousness, movement and meditation, psychosomatic connection, spiritual systems and wellness, transpersonal counseling, and therapeutic trance."
43.0102,43,Corrections.,"A program that prepares individuals to study the theories and principles, of correctional science and to function as professional corrections officers and other workers in public and/or private incarceration facilities."
43.0103,43,Criminal Justice/Law Enforcement Administration.,"A program that prepares individuals to apply theories and practices of organization management and criminal justice to the administration of public law enforcement agencies and operations.  Includes instruction in law enforcement history and theory, operational command leadership, administration of public police organizations, labor relations, incident response strategies, legal and regulatory responsibilities, budgeting, public relations, and organizational leadership."
43.0104,43,Criminal Justice/Safety Studies.,"A program that focuses on the criminal justice system, its organizational components and processes, and its legal and public policy contexts.  Includes instruction in criminal law and policy, police and correctional systems organization, the administration of justice and the judiciary, and public attitudes regarding criminal justice issues."
43.0107,43,Criminal Justice/Police Science.,"A program that prepares individuals to perform the duties of police and public security officers, including patrol and investigative activities, traffic control, crowd control and public relations, witness interviewing, evidence collection and management, basic crime prevention methods, weapon and equipment operation and maintenance, report preparation and other routine law enforcement responsibilities."
43.0109,43,Security and Loss Prevention Services.,"A program that prepares individuals to perform routine inspection, patrol and crime prevention services for private clients.  Includes instruction in the provision of personal protection as well as property security."
43.0110,43,Juvenile Corrections.,"A program that prepares individuals to specialize in the provision of correction services to underage minor populations.  Includes instruction in corrections, juvenile delinquency, juvenile development and psychology, juvenile law and justice administration, social services, record-keeping procedures, and communication skills."
43.0112,43,Securities Services Administration/Management.,"A program that prepares individuals to plan, manage, and supervise services providing private security protection for people and property and related investigative and consulting functions.  Includes instruction in security and loss prevention services, private security and investigation techniques, security technologies, personnel management, business operations, marketing, applicable law and regulations, and client relations."
43.0113,43,Corrections Administration.,"A program that prepares individuals to plan and manage institutional facilities and programs for housing and rehabilitating prisoners in the public and/or private sectors.  Includes instruction in the principles and practice of correction, facilities planning and management, safety and security, social and health services, staff and inmate management, budgeting, communication skills, correctional psychology, and applications to specific types of correctional facilities approaches."
43.0114,43,Law Enforcement Investigation and Interviewing.,"A program focusing on the principles, procedures, techniques, legal concerns, and problems associated with a criminal investigation.  Includes instruction in administrative law and procedures, courtroom evidence management and preparation, case presentation and court testimony, description and identification, state and federal criminal law and procedures, informant and suspect rights, officer liability, informant and witness management, victim awareness, tactical interviewing, psychology, criminal investigation methods and procedures, report writing and documentation, investigative techniques, and case management."
43.0115,43,Law Enforcement Record-Keeping and Evidence Management.,"A program focusing on the principles and procedures for managing records in police or other security offices, including storing and retrieving evidence and related data.  Includes instruction in administrative law and procedures, office management, report preparation, organizational software, database software, physical and digital evidence properties, controlled storage and retrieval, investigative file inventories, case management, security systems, and communications skills."
43.0119,43,Critical Incident Response/Special Police Operations.,"A program focusing on the principles and techniques for dealing with police emergencies such as hostage situations, bomb threats, barricades and terrorist incidents.  Includes instruction in crisis management, command procedures, incident containment, information collection and debriefing, first responder negotiation, victim and criminal psychology, site survey and surveillance, special weapons and tactics, interagency communications and joint operations, pre-confrontation and contingency planning, assault and rescue operations, security and crowd control, media relations, and post-operation procedures."
43.0120,43,Protective Services Operations.,"A program focusing on the principles and techniques of providing physical security protection to clients in various environments and situations.  Includes instruction in security intelligence and information resources, operations planning and surveying, operations security, weapons and explosives, defense and offense  techniques, security and surveillance systems, communications systems, perimeter and access control, weapons of mass destruction, contingency planning, crowd control, cover and evacuation, combat and vehicle techniques, and applicable legal and administrative responsibilities."
43.0121,43,Suspension and Debarment Investigation.,"A program focusing on the principles and techniques for investigating criminal behavior among government contractors and grantees at different levels.  Includes instruction in financial fraud and money-laundering, auditing, computer investigations, legal concepts and applications, procurement law, non-procurement debarment, jurisdiction and lead agency, analytical methods, suspension, parallel proceedings, evidence protection, equitable considerations, investigative techniques, administrative and global solutions, case management and preparation."
43.0122,43,Maritime Law Enforcement.,"A program focusing on the application of law enforcement and security principles and procedures to the marine environment.  Includes instruction in criminal and nautical law, nautical terminology, seamanship and vessel operation, vessel maintenance, navigation and navigation systems, meteorology, vessel and passenger safety, radar and remote sensing systems, communications systems, vessel pursuit and stop, boarding and arrest techniques, investigative and evidence techniques, weaponry  and applications to specific situations such as piracy, drug trafficking and smuggling."
43.0123,43,Cultural/Archaelogical Resources Protection.,"A program focusing on the application of law enforcement principles and techniques to the protection of cultural resources and the investigation of related crimes.  Includes instruction in cultural resources law, archaeological standards of value, site damage assessment, evidence collection, surveillance techniques, investigative techniques, case management and preparation."
43.0201,43,Fire Prevention and Safety Technology/Technician.,"A program focusing on the application of fire science and technology to problems of reducing fire risk, limiting loss, supervising substance removal, conducting safety inspections and investigations, and advising on matters of safety procedures and fire prevention policy.  Includes instruction in fire behavior, fire simulation, structural risk assessment, materials analysis, detection and suppression systems, smoke management, supply and evacuation, public education, legal aspects of fire prevention, and related research and communications methods."
43.0202,43,Fire Services Administration.,"A program focusing on the principles, theory, and practices associated with the management of fire operations, firefighting services, and community fire issues.  Includes instruction in fire protection history and theory, incident command leadership, administration of public fire organizations, labor relations, emergency medical services management, fire emergency response strategies and mitigation, legal and regulatory responsibilities, budgeting, public relations, and organizational leadership."
43.0203,43,Fire Science/Fire-fighting.,"A program focusing on the theory and practice of fires and fire-fighting.  Includes instruction in fire chemistry and physics, combustible materials, computer science, building construction, fire codes and related laws, fire hydraulics, fire command, fire prevention/inspection, fire protection systems, fire suppression systems, fire/arson investigation, occupational safety, equipment operation, emergency medicine and communications."
43.0204,43,Fire Systems Technology.,"A program focusing on the principles and practice of firefighting systems, building construction and related resources as applied to fire prevention, control, and mitigation.  Includes instruction in fire hydraulics and dynamics, fire protection structures and systems design, fire behavior and combustion, fire protection hydraulics and water supply, fire protection equipment and systems, building construction for fire protection, and fire apparatus."
43.0205,43,Fire/Arson Investigation and Prevention.,"A program focusing on the theory and principles of fire combustion and behavior applied to the analysis of fires and their causes.  Includes instruction in fire behavior and combustion, fire dynamics, hazardous materials chemistry, incendiary fire analysis, fire-related human behavior, forensic procedures, investigative techniques, case management and case preparation."
43.0206,43,Wildland/Forest Firefighting and Investigation.,"A program focusing on the application of fire science, firefighting and investigation to the prevention, control and mitigation of wildland fires and the analysis of causes.  Includes instruction in fire science and behavior, wildland environments, meteorology, wildland fire hydraulics and dynamics, water and chemical supply systems, wildland firefighting operations, airborne firefighting, firebreak engineering, communications systems, wildland arson, forensic procedures, wildland fire prevention, investigation techniques, case management and preparation."
43.0301,43,Homeland Security.,"A program focusing on security policy, planning and operations dedicated to the protection of U.S. territory, assets, infrastructure, institutions and citizens from external threats.  Includes instruction in national security policy, government relations, intelligence, law enforcement, security technology, communications and information technology, homeland security planning and operations, disaster planning and applications to specific threat scenarios."
43.0302,43,Crisis/Emergency/Disaster Management.,"A program focusing on the application of the incident command system model to formulating and implementing effective response to natural and man-made disasters.  Includes instruction in contingency planning, hazard and risk assessment, joint operations, law and ethics, emergency response and recovery, event mitigation, emergency rescue and medical operations, incident command, terrorism and national security issues, law enforcement, relief administration, volunteer and citizen coordination, public relations and applications to specific types of incidents."
43.0303,43,Critical Infrastructure Protection.,"A program focusing on the design, planning and management of systems and procedures for protecting critical national physical and cyber infrastructure from external threats, including terrorism.  Includes instruction in homeland security policy, critical infrastructure policy, information security, matrix vulnerability assessment, threat assessment, physical security, personnel security, operational security, contingency planning, case analyses of specific industries and systems, redundancy planning, emergency and disaster planning, security systems, and intelligence operations."
